Rank,Score,Type,ID,Name,Description
442,87.11,kd,CGS001-6275,S100A4,EF-hand domain containing
443,87.09,kd,CGS001-10046,MAMLD1,-
445,86.89,oe,ccsbBroad304_04691,OSR2,"Zinc fingers, C2H2-type"
446,86.84,kd,CGS001-7533,YWHAH,-
447,86.83,kd,CGS001-2523,FUT1,Fucosyltransferases
8160,-63.5,cp,BRD-A36217750,sulfinpyrazone,Uricosuric blocker
448,86.79,kd,CGS001-3421,IDH3G,-
450,86.76,kd,CGS001-7546,ZIC2,"Zinc fingers, C2H2-type"
8157,-63.23,cp,BRD-K72034655,peucedanin,Apoptosis stimulant
8156,-63.22,cp,BRD-A55369275,CGP-54626,GABA receptor antagonist
452,86.65,kd,CGS001-23528,ZNF281,"Zinc fingers, C2H2-type"
453,86.64,kd,CGS001-3397,ID1,Basic helix-loop-helix proteins
8153,-63.17,cp,BRD-K53737926,amitriptyline,Norepinephrine inhibitor
8152,-62.99,cp,BRD-K43236057,piceid,ICAM1 inhibitor
454,86.63,kd,CGS001-7323,UBE2D3,Ubiquitin-conjugating enzymes E2
455,86.63,kd,CGS001-162699,TCEB3C,-
456,86.46,kd,CGS001-64786,TBC1D15,-
8148,-62.66,cp,BRD-K70490179,rimcazole,Sigma receptor antagonist
458,86.41,kd,CGS001-79902,NUP85,-
8146,-62.59,cp,BRD-K14329163,BAY-K8644,Calcium channel activator
460,86.37,kd,CGS001-221,ALDH3B1,Aldehyde dehydrogenases
461,86.19,kd,CGS001-857,CAV1,-
462,86.17,kd,CGS001-2896,GRN,-
464,86.14,kd,CGS001-9246,UBE2L6,Ubiquitin-conjugating enzymes E2
466,86,kd,CGS001-10607,TBL3,WD repeat domain containing
468,85.99,kd,CGS001-10523,CHERP,G patch domain containing
8139,-62.07,cp,BRD-K02265150,amoxapine,Norepinephrine reuptake inhibitor
469,85.89,kd,CGS001-9988,DMTF1,-
470,85.84,kd,CGS001-9512,PMPCB,-
8136,-61.94,cp,BRD-K03642198,AY-9944,Hedgehog pathway modulator
8135,-61.91,cp,BRD-K18194590,mephentermine,Adrenergic receptor agonist
471,85.79,kd,CGS001-7004,TEAD4,-
472,85.76,oe,ccsbBroad304_00478,S1PR3,GPCR / Class A : Lysophospholipid receptors : Sphingosine 1-phosphate
473,85.7,kd,CGS001-2931,GSK3A,GSK subfamily
8131,-61.64,cp,BRD-K70881766,solanine,Acetylcholinesterase inhibitor
474,85.67,kd,CGS001-8884,SLC5A6,"Sodium iodide symporter, sodium-dependent multivitamin transporter and sodium-coupled monocarboxylate transporters"
8130,-61.62,cp,BRD-K79404599,enzastaurin,PKC inhibitor
475,85.64,kd,CGS001-1829,DSG2,Cadherins / Major cadherins
477,85.57,oe,ccsbBroad304_00280,CDK7,"Cyclin-dependent kinases, CDK7 subfamily"
478,85.51,kd,CGS001-23523,CABIN1,-
479,85.47,oe,ccsbBroad304_03382,ZAK,MLK subfamily
480,85.42,kd,CGS001-55139,ANKZF1,Ankyrin repeat domain containing
481,85.38,kd,CGS001-54469,ZFAND6,"Zinc fingers, AN1-type domain containing"
8122,-60.97,cp,BRD-A73909368,dactinomycin,RNA polymerase inhibitor
8121,-60.91,cp,BRD-K79930101,GW-583340,EGFR inhibitor
8120,-60.88,cp,BRD-K46556543,canrenoic-acid,Mineralocorticoid receptor antagonist
483,85.23,kd,CGS001-4792,NFKBIA,Ankyrin repeat domain containing
484,85.17,kd,CGS001-58472,SQRDL,-
485,85.15,oe,ccsbBroad304_01283,PRKCE,Eta subfamily
486,85.12,kd,CGS001-5438,POLR2I,RNA polymerase subunits
488,84.94,kd,CGS001-6207,RPS13,S ribosomal proteins
489,84.92,kd,CGS001-57680,CHD8,-
490,84.8,oe,ccsbBroad304_06438,IL2RB,IL-2 receptor family
8112,-60.4,cc,,Phospholipases LOF,-
8110,-60.24,cc,,MDM inhibitor,-
491,84.78,kd,CGS001-4688,NCF2,Tetratricopeptide (TTC) repeat domain containing
8109,-60.21,cp,BRD-A45889380,mepacrine,Cytokine production inhibitor
8108,-60.18,cp,BRD-K57546357,prunetin,Breast cancer resistance protein inhibitor
492,84.76,kd,CGS001-10906,TRAFD1,-
493,84.75,kd,CGS001-2194,FASN,Short chain dehydrogenase/reductase superfamily / Atypical members
8105,-60,cp,BRD-K62221994,T-98475,Gonadotropin releasing factor hormone receptor antagonist
495,84.56,kd,CGS001-120892,LRRK2,Leucine-rich repeat kinase (LRRK) family
497,84.55,kd,CGS001-54512,EXOSC4,-
8102,-59.72,cp,BRD-K13810148,givinostat,HDAC inhibitor
499,84.43,kd,CGS001-146540,ZNF785,"Zinc fingers, C2H2-type"
500,84.4,oe,ccsbBroad304_03788,LPAR5,GPCR / Class A : Lysophospholipid receptors : Lysophosphatidic acid
8099,-59.48,cp,BRD-A22256192,terazosin,Adrenergic receptor antagonist
8098,-59.4,cp,BRD-U94846492,quinine,Hemozoin biocrystallization inhibitor
503,84.18,kd,CGS001-4851,NOTCH1,Ankyrin repeat domain containing
504,84.1,kd,CGS001-10327,AKR1A1,Aldo-keto reductases
505,84.05,kd,CGS001-54899,PXK,Slob family
8094,-59.03,cp,BRD-A68631409,evodiamine,ATPase inhibitor
507,83.93,kd,CGS001-6182,MRPL12,Mitochondrial ribosomal proteins / large subunits
508,83.92,oe,ccsbBroad304_08392,EXOC6,-
8090,-58.65,cp,BRD-K95992530,Cyclo-[Arg-Gly-Asp-D-Phe-Val],integrin antagonist
8091,-58.65,cp,BRD-A18043272,phensuximide,Succinimide antiepileptic
509,83.74,kd,CGS001-2817,GPC1,Proteoglycans / Cell Surface : Glypicans
510,83.69,kd,CGS001-10857,PGRMC1,-
511,83.65,kd,CGS001-6117,RPA1,-
513,83.59,kd,CGS001-7919,DDX39B,DEAD-boxes
514,83.38,oe,ccsbBroad304_01538,SKP2,F-boxes / Leucine-rich repeats
515,83.37,kd,CGS001-847,CAT,-
516,83.34,kd,CGS001-1666,DECR1,Short chain dehydrogenase/reductase superfamily / Classical SDR fold cluster 1
8082,-57.86,cp,BRD-K89687904,PKCbeta-inhibitor,PKC inhibitor
517,83.32,kd,CGS001-27076,LYPD3,-
518,83.29,kd,CGS001-5209,PFKFB3,-
519,83.25,kd,CGS001-84159,ARID5B,-
520,83.14,kd,CGS001-8795,TNFRSF10B,Tumour necrosis factor (TNF) receptor family
521,83.14,kd,CGS001-23212,RRS1,-
522,83,kd,CGS001-7764,ZNF217,"Zinc fingers, C2H2-type"
524,82.97,kd,CGS001-6924,TCEB3,-
8074,-56.61,cp,BRD-A19248578,latrunculin-b,Actin polymerization inhibitor
8073,-56.46,cp,BRD-K72541103,JAK3-inhibitor-I,JAK inhibitor
8072,-56.4,cp,BRD-K12120659,GR-144053,Integrin antagonist
525,82.96,kd,CGS001-4931,NVL,ATPases / AAA-type
8070,-56.21,cp,BRD-K16554956,PTB1,AMPK activator
526,82.95,oe,ccsbBroad304_10232,PDIA5,Protein disulfide isomerases
8068,-56.09,cp,BRD-K23922020,arecaidine,Acetylcholine receptor agonist
527,82.84,kd,CGS001-8841,HDAC3,Histone deacetylases
528,82.83,oe,ccsbBroad304_00620,GCDH,-
530,82.72,kd,CGS001-7077,TIMP2,-
8063,-55.55,cp,BRD-K05104363,PD-184352,MEK inhibitor
531,82.6,kd,CGS001-3925,STMN1,-
8061,-55.54,cp,BRD-K70914287,BIBX-1382,EGFR inhibitor
532,82.6,kd,CGS001-148479,PHF13,"Zinc fingers, PHD-type"
533,82.6,kd,CGS001-23464,GCAT,-
534,82.6,kd,CGS001-310,ANXA7,Annexins
8058,-55.21,cp,BRD-K67847053,guanabenz,Adrenergic receptor agonist
8057,-55.18,cp,BRD-K08924299,palonosetron,Serotonin receptor antagonist
535,82.41,kd,CGS001-84823,LMNB2,"Intermediate filaments type V, lamins"
537,82.4,kd,CGS001-367,AR,Nuclear hormone receptors
538,82.37,kd,CGS001-51271,UBAP1,-
542,82.09,kd,CGS001-84890,ADO,-
544,82.04,kd,CGS001-55746,NUP133,-
545,82.01,kd,CGS001-3094,HINT1,-
546,82,kd,CGS001-9688,NUP93,-
547,81.98,oe,ccsbBroad304_02560,RNPS1,RNA binding motif (RRM) containing
548,81.95,oe,ccsbBroad304_03186,GMNN,-
8047,-54.29,cp,BRD-A10070317,propranolol,Adrenergic receptor antagonist
8046,-54.2,cp,BRD-K64052750,gefitinib,EGFR inhibitor
549,81.9,kd,CGS001-8801,SUCLG2,-
550,81.89,kd,CGS001-1453,CSNK1D,Casein kinase 1 (CK1) family
552,81.84,kd,CGS001-4046,LSP1,-
553,81.79,kd,CGS001-10057,ABCC5,ATP binding cassette transporters / subfamily C
554,81.6,kd,CGS001-7444,VRK2,Vaccina related kinase (VRK) family
555,81.55,kd,CGS001-200081,TXLNA,-
8039,-53.51,cp,BRD-K99696746,fatostatin,SREBP inhibitor
8038,-53.41,cp,BRD-K86191271,cytosporone-b,NUR77 receptor agonist
8037,-53.35,cp,BRD-K64451768,GANT-58,GLI antagonist
557,81.51,oe,ccsbBroad304_03197,NDUFA13,Mitochondrial respiratory chain complex / Complex I
8035,-53.02,cp,BRD-A72703248,SKF-96365,Calcium channel blocker
558,81.47,kd,CGS001-8140,SLC7A5,SLC7 family
560,81.34,kd,CGS001-4234,METTL1,-
561,81.26,kd,CGS001-1431,CS,-
562,81.25,oe,ccsbBroad304_07094,TPMT,-
563,81.19,kd,CGS001-498,ATP5A1,ATPases / F-type
564,81.09,oe,ccsbBroad304_04690,ZNF653,"Zinc fingers, C2H2-type"
567,81.08,kd,CGS001-9966,TNFSF15,Tumor necrosis factor (ligand) superfamily
568,80.94,kd,CGS001-11344,TWF2,Twinfilin subfamily
569,80.82,kd,CGS001-9533,POLR1C,RNA polymerase subunits
8025,-52.61,cp,BRD-K40742111,baeomycesic-acid,Lipoxygenase inhibitor
570,80.81,oe,ccsbBroad304_06319,GPR35,GPCR / Class A : Orphans
571,80.8,kd,CGS001-9695,EDEM1,-
572,80.76,oe,ccsbBroad304_06837,RAF1,RAF family
573,80.63,kd,CGS001-4086,SMAD1,SMADs
8020,-52.41,cp,BRD-K47780086,penciclovir,DNA directed DNA polymerase inhibitor
8019,-52.35,cp,BRD-K37516142,idebenone,Calcium channel modulator
574,80.61,kd,CGS001-8848,TSC22D1,-
8017,-51.93,cp,BRD-K46862739,metyrapone,Cytochrome P450 inhibitor
576,80.51,oe,ccsbBroad304_06557,MAOA,Catecholamine turnover
577,80.46,kd,CGS001-8714,ABCC3,ATP binding cassette transporters / subfamily C
578,80.27,kd,CGS001-6709,SPTAN1,EF-hand domain containing
579,80.26,kd,CGS001-2230,FDX1,-
580,80.23,kd,CGS001-5711,PSMD5,"Proteasome (prosome, macropain) subunits"
8011,-51.74,cp,BRD-K19554809,MK-212,Serotonin receptor agonist
8010,-51.73,cp,BRD-K77793136,hydroxyfasudil,Rho associated kinase inhibitor
581,80.2,oe,ccsbBroad304_08055,ATP5S,-
582,80.2,kd,CGS001-64343,AZI2,-
8007,-51.59,cc,,S100 calcium binding proteins LOF,-
583,80.12,kd,CGS001-10841,FTCD,-
8005,-51.54,cp,BRD-K01253243,SB-590885,RAF inhibitor
584,80.01,kd,CGS001-2863,GPR39,GPCR / Class A : Orphans
8003,-51.25,cp,BRD-A92826379,lupanine,Sodium channel blocker
8002,-51.1,cp,BRD-K70557564,zosuquidar,P-glycoprotein inhibitor
585,80,kd,CGS001-7728,ZNF175,"Zinc fingers, C2H2-type"
7999,-50.59,cc,,HMGCR inhibitor,-
586,79.98,kd,CGS001-7167,TPI1,-
588,79.8,kd,CGS001-7572,ZNF24,"Zinc fingers, C2H2-type"
589,79.77,oe,ccsbBroad304_00348,MAP3K8,MAPKKK:STE-unique family
591,79.72,kd,CGS001-6204,RPS10,S ribosomal proteins
592,79.63,oe,ccsbBroad304_01249,PPARG,Peroxisome proliferator-activated receptors
593,79.62,kd,CGS001-196,AHR,Basic helix-loop-helix proteins
594,79.46,oe,ccsbBroad304_02509,GMEB1,-
596,79.22,kd,CGS001-6004,RGS16,Regulators of G-protein signaling
597,79.03,kd,CGS001-23361,ZNF629,"Zinc fingers, C2H2-type"
7990,-49.26,cp,BRD-A02759312,betaxolol,Adrenergic receptor antagonist
7989,-49.14,cp,BRD-K05926469,lenalidomide,Antineoplastic
599,78.95,kd,CGS001-1384,CRAT,-
602,78.74,kd,CGS001-10845,CLPX,ATPases / AAA-type
603,78.63,kd,CGS001-8317,CDC7,CDC7 family
604,78.55,kd,CGS001-8874,ARHGEF7,Rho guanine nucleotide exchange factors
7984,-48.95,cp,BRD-K85013741,auraptene,Nitric oxide production inhibitor
605,78.49,oe,ccsbBroad304_04780,GPR139,GPCR / Class A : Orphans
606,78.46,kd,CGS001-2161,F12,Chymotrypsin
607,78.45,kd,CGS001-115,ADCY9,Adenylyl cyclases
608,78.4,kd,CGS001-9112,MTA1,GATA zinc finger domain containing
7979,-48.37,cp,BRD-K31283835,tofacitinib,JAK inhibitor
609,78.38,kd,CGS001-2624,GATA2,GATA zinc finger domain containing
7976,-48.12,cp,BRD-K01638814,rilmenidine,Adrenergic receptor agonist
610,78.36,kd,CGS001-5430,POLR2A,RNA polymerase subunits
611,78.29,kd,CGS001-60493,FASTKD5,-
612,78.25,kd,CGS001-7314,UBB,-
613,78.13,kd,CGS001-1728,NQO1,-
614,78.12,kd,CGS001-8737,RIPK1,Receptor interacting protein kinase (RIPK) family
615,78.05,kd,CGS001-701,BUB1B,Bub family
616,78.03,kd,CGS001-1363,CPE,Carboxypeptidase A
619,77.88,kd,CGS001-6820,SULT2B1,"Sulfotransferases, cytosolic"
7969,-47.05,cp,BRD-A19195498,trimipramine,Norepinephrine reuptake inhibitor
620,77.87,oe,ccsbBroad304_08282,ATP6V1D,ATPases / V-type
7966,-47,cp,BRD-K83794624,pirarubicin,Topoisomerase inhibitor
7965,-46.93,cp,BRD-K73838513,cinacalcet,Calcium channel activator
621,77.83,kd,CGS001-142,PARP1,Poly (ADP-ribose) polymerases
624,77.74,oe,ccsbBroad304_00881,IRF5,-
625,77.63,kd,CGS001-8022,LHX3,Homeoboxes / LIM class
7960,-46.61,cp,BRD-K51476772,ST-638,Tyrosine kinase inhibitor
7961,-46.61,cp,BRD-A98299281,velnacrine,cholinesterase inhibitor
7959,-46.57,cp,BRD-K32610195,androstenedione,Cytochrome P450 inhibitor
627,77.58,oe,ccsbBroad304_08054,EIF2AK1,Other PEK family kinases
628,77.57,kd,CGS001-64167,ERAP2,Aminopeptidase N
629,77.55,kd,CGS001-388677,NOTCH2NL,-
630,77.38,kd,CGS001-5707,PSMD1,Proteasome subunits
631,77.37,oe,ccsbBroad304_06982,SNRNP70,RNA binding motif (RRM) containing
632,77.35,kd,CGS001-9341,VAMP3,Vesicle-associated membrane proteins
7952,-45.97,cp,BRD-K44876623,zolpidem,Benzodiazepine receptor agonist
7951,-45.92,cp,BRD-K74913225,brinzolamide,Carbonic anhydrase inhibitor
633,77.31,oe,ccsbBroad304_05902,BNIP3,-
634,77.22,kd,CGS001-8611,PPAP2A,Lipid phosphate phosphatases
635,77.15,kd,CGS001-1655,DDX5,DEAD-boxes
636,77.09,kd,CGS001-4846,NOS3,Nitric oxide synthases
637,76.99,oe,ccsbBroad304_07091,TPM1,Tropomyosins
640,76.85,kd,CGS001-9322,TRIP10,-
641,76.84,kd,CGS001-4817,NIT1,-
7943,-45.43,cp,BRD-K87573634,propylpyrazole,Estrogen receptor agonist
642,76.64,kd,CGS001-10928,RALBP1,-
7941,-45.21,cp,BRD-A90515964,guaifenesin,Expectorant
643,76.64,kd,CGS001-27243,CHMP2A,Charged multivesicular body proteins
7939,-45.02,cp,BRD-K34508425,KUC103898N,-666
645,76.58,kd,CGS001-822,CAPG,-
7937,-44.93,cp,BRD-K35573744,erbstatin-analog,EGFR inhibitor
646,76.47,oe,ccsbBroad304_01764,VDAC1,Voltage-dependent anion channels
648,76.41,kd,CGS001-4092,SMAD7,SMADs
649,76.23,kd,CGS001-26054,SENP6,Ulp1 endopeptidase
7933,-44.34,cp,BRD-K92093830,doxorubicin,Topoisomerase inhibitor
7931,-44.25,cp,BRD-A65076780,dihydroergocristine,Adrenergic receptor antagonist
650,76.23,kd,CGS001-54546,RNF186,RING-type (C3HC4) zinc fingers
7930,-44.14,cp,BRD-K76810206,nicergoline,Adrenergic receptor antagonist
7929,-44.13,cp,BRD-A41250306,cyclopenthiazide,Thiazide diuretic
651,76.14,kd,CGS001-3488,IGFBP5,insulin-like growth factor (IGF) binding proteins
652,76.12,kd,CGS001-11245,GPR176,GPCR / Class A : Orphans
7925,-44.02,cp,BRD-A73680854,PT-630,Dipeptidyl peptidase inhibitor
653,76.08,kd,CGS001-118442,GPR62,GPCR / Class A : Orphans
654,76.03,kd,CGS001-1050,CEBPA,basic leucine zipper proteins
655,76.02,kd,CGS001-301,ANXA1,Annexins
656,75.95,kd,CGS001-1642,DDB1,-
657,75.9,kd,CGS001-6804,STX1A,-
658,75.86,oe,ccsbBroad304_06301,GOT2,-
660,75.82,kd,CGS001-3313,HSPA9,Heat shock proteins / HSP70
661,75.8,kd,CGS001-8438,RAD54L,-
662,75.8,kd,CGS001-1837,DTNA,-
664,75.77,kd,CGS001-7316,UBC,-
665,75.77,kd,CGS001-1983,EIF5,-
667,75.62,oe,ccsbBroad304_01071,NDUFB5,Mitochondrial respiratory chain complex / Complex I
7913,-43.16,cp,BRD-K18779551,bifemelane,Acetylcholine release stimulant
668,75.49,kd,CGS001-6240,RRM1,Ribonucleoside-diphosphate reductases
669,75.44,kd,CGS001-8659,ALDH4A1,Aldehyde dehydrogenases
671,75.27,oe,ccsbBroad304_01054,GADD45B,-
7909,-42.88,cp,BRD-K29530284,amlexanox,Histamine receptor modulator
672,75.26,kd,CGS001-55818,KDM3A,Histone demethylases
673,75.21,kd,CGS001-2079,ERH,-
674,75.17,oe,ccsbBroad304_02425,CDIPT,-
675,75.12,kd,CGS001-4758,NEU1,-
7904,-42.83,cp,BRD-K82746043,navitoclax,BCL inhibitor
676,75.08,kd,CGS001-8837,CFLAR,Endogenous ligands
677,75.04,kd,CGS001-25839,COG4,Components of oligomeric golgi complex
680,74.92,kd,CGS001-4299,AFF1,-
681,74.91,kd,CGS001-10856,RUVBL2,ATPases / AAA-type
682,74.88,oe,ccsbBroad304_02578,EBNA1BP2,-
685,74.76,kd,CGS001-89845,ABCC10,ATP binding cassette transporters / subfamily C
686,74.66,kd,CGS001-55500,ETNK1,-
687,74.58,kd,CGS001-7358,UGDH,-
688,74.51,oe,ccsbBroad304_04240,CLPB,Ankyrin repeat domain containing
689,74.44,kd,CGS001-5471,PPAT,Phosphoribosyl pyrophosphate amidotransferase
690,74.43,kd,CGS001-163049,ZNF791,"Zinc fingers, C2H2-type"
691,74.37,kd,CGS001-7862,BRPF1,Non-enzymatic BRD containing proteins
7891,-42.26,cp,BRD-K84141129,VU-0400193-3,Glutamate receptor modulator
692,74.35,oe,ccsbBroad304_00383,SLC25A10,Mitochondrial di- and tri-carboxylic acid transporter subfamily
7889,-42.08,cp,BRD-A18497530,5-iodotubercidin,Adenosine kinase inhibitor
7888,-42.06,cp,BRD-K18895904,olanzapine,Dopamine receptor antagonist
693,74.33,kd,CGS001-5523,PPP2R3A,EF-hand domain containing
7886,-42,cp,BRD-K11630072,carmofur,Thymidylate synthase inhibitor
694,74.32,kd,CGS001-11232,POLG2,DNA polymerases
696,74.21,kd,CGS001-2849,GPR26,GPCR / Class A : Orphans
697,74.14,kd,CGS001-10574,CCT7,Heat Shock Proteins / Chaperonins
7882,-41.7,cp,BRD-K50128260,sildenafil,Phosphodiesterase inhibitor
7881,-41.65,cp,BRD-K74733595,APHA-compound-8,HDAC inhibitor
698,74.13,oe,ccsbBroad304_02306,PQBP1,-
699,74.11,kd,CGS001-10362,HMG20B,High mobility group / Non-canonical
700,74.08,kd,CGS001-7474,WNT5A,Endogenous ligands
701,73.97,kd,CGS001-126208,ZNF787,"Zinc fingers, C2H2-type"
7876,-41.27,cp,BRD-A96897502,U-74389F,Lipid peroxidase inhibitor
7875,-41.1,cp,BRD-K63195589,tipifarnib,Farnesyltransferase inhibitor
7874,-41.04,cp,BRD-K27184429,levocetirizine,Histamine receptor antagonist
702,73.93,kd,CGS001-4069,LYZ,-
7872,-40.77,cp,BRD-A09495397,bicuculline,GABA receptor antagonist
703,73.92,oe,ccsbBroad304_00747,HLF,-
704,73.9,kd,CGS001-10352,WARS2,Aminoacyl tRNA synthetases / Class I
7869,-40.3,cp,BRD-K18135438,chenodeoxycholic-acid,11-beta-HSD1 inhibitor
705,73.79,kd,CGS001-4200,ME2,-
706,73.72,kd,CGS001-2059,EPS8,-
707,73.68,kd,CGS001-7292,TNFSF4,CD molecules
7865,-39.54,cp,BRD-K32330832,VER-155008,HSP inhibitor
708,73.62,oe,ccsbBroad304_09821,TMEM154,-
709,73.56,kd,CGS001-2852,GPER,-
710,73.46,kd,CGS001-5898,RALA,-
711,73.41,oe,ccsbBroad304_03736,SUCNR1,GPCR / Class A : Orphans
712,73.32,oe,ccsbBroad304_03687,NSFL1C,UBX domain containing
7859,-39.29,cp,BRD-K77677632,SB-200646,Serotonin receptor antagonist
713,73.26,kd,CGS001-4925,NUCB2,EF-hand domain containing
714,73.21,kd,CGS001-10406,WFDC2,WAP four-disulfide core domain containing
715,73.13,kd,CGS001-6421,SFPQ,RNA binding motif (RRM) containing
716,73.12,kd,CGS001-8892,EIF2B2,-
7854,-39,cp,BRD-K26548821,quinpirole,Dopamine receptor agonist
718,73.1,kd,CGS001-23244,PDS5A,-
719,72.96,kd,CGS001-5781,PTPN11,Protein tyrosine phosphatases
720,72.94,kd,CGS001-9324,HMGN3,High-mobility group / Canonical
721,72.92,kd,CGS001-23670,TMEM2,-
7849,-38.83,cc,,Bromodomain Inhibitor,-
7848,-38.79,cp,BRD-K55424922,anpirtoline,Serotonin receptor agonist
7847,-38.64,cp,BRD-K60690191,MPEP,Glutamate receptor antagonist
722,72.91,oe,ccsbBroad304_07349,MAP7,-
7844,-38.55,cp,BRD-A57457122,VU-0400071-3,Glutamate receptor modulator
7845,-38.55,cp,BRD-K45446451,JZL-184,Monoacylglucerol lipase inhibitor
723,72.87,kd,CGS001-57167,SALL4,"Zinc fingers, C2H2-type"
724,72.85,kd,CGS001-55781,RIOK2,RIO2 subfamily
725,72.85,kd,CGS001-168374,ZNF92,"Zinc fingers, C2H2-type"
7840,-38.28,cp,BRD-A68929948,DAPT-GSI-IX,Gamma secretase inhibitor
726,72.82,kd,CGS001-5127,CDK16,"Cyclin-dependent kinases, TAIRE subfamily"
727,72.76,kd,CGS001-1845,DUSP3,Protein tyrosine phosphatases / Class I Cys-based PTPs : Atypical dual specificity phosphatases
730,72.57,oe,ccsbBroad304_05528,TICAM2,-
731,72.42,kd,CGS001-10412,NSA2,-
732,72.31,kd,CGS001-51005,AMDHD2,-
733,72.2,kd,CGS001-6429,SRSF4,RNA binding motif (RRM) containing
7833,-38.01,cc,,JAK inhibitor,-
734,72.09,oe,ccsbBroad304_14158,GPR87,GPCR / Class A : Orphans
7832,-37.98,cp,BRD-A09533288,verapamil,Calcium channel blocker
736,72.04,kd,CGS001-2073,ERCC5,-
7830,-37.82,cp,BRD-A51182606,chloramphenicol,Protein synthesis inhibitor
737,71.98,kd,CGS001-10010,TANK,-
738,71.98,kd,CGS001-10614,HEXIM1,-
7826,-37.73,cp,BRD-K95402279,geranylgeraniol,Farnesyltransferase inhibitor
740,71.92,oe,ccsbBroad304_02057,P4HA2,-
741,71.82,kd,CGS001-22818,COPZ1,-
742,71.76,kd,CGS001-11136,SLC7A9,SLC7 family
743,71.7,kd,CGS001-6787,NEK4,NIMA (never in mitosis gene a)- related kinase (NEK) family
7821,-37.34,cp,BRD-K49945136,GR-113808,Serotonin receptor antagonist
7820,-37.31,cp,BRD-A70449690,forskolin,Adenylyl cyclase activator
744,71.68,kd,CGS001-3225,HOXC9,Homeoboxes / ANTP class : HOXL subclass
745,71.67,kd,CGS001-23657,SLC7A11,Solute carriers
7817,-37.22,cp,BRD-A65013509,oxybutynin,Acetylcholine receptor antagonist
746,71.63,kd,CGS001-83593,RASSF5,-
747,71.49,oe,ccsbBroad304_03103,SNX11,Sorting nexins
7814,-37.04,cp,BRD-A82590476,SDZ-NKT-343,Tachykinin antagonist
748,71.46,kd,CGS001-114026,ZIM3,"Zinc fingers, C2H2-type"
7812,-36.98,cp,BRD-K28761384,zuclopenthixol,Dopamine receptor antagonist
749,71.44,oe,ccsbBroad304_00873,INPP1,Inositol polyphosphate phosphatases
750,71.38,kd,CGS001-150094,SIK1,QIK subfamily
752,71.31,oe,ccsbBroad304_05985,CFL1,-
7808,-36.86,cp,BRD-A48430263,pioglitazone,Insulin sensitizer
753,71.27,kd,CGS001-4680,CEACAM6,CD molecules
754,71.22,kd,CGS001-10694,CCT8,Heat Shock Proteins / Chaperonins
755,71.17,kd,CGS001-10933,MORF4L1,-
7803,-36.77,cp,BRD-K49519092,immethridine,Histamine receptor agonist
756,71.16,kd,CGS001-3799,KIF5B,Kinesins
757,71.15,kd,CGS001-1029,CDKN2A,-
7801,-36.7,cp,BRD-A42423104,benproperine,Antitussive
7800,-36.66,cp,BRD-K41567364,SB-334867,Orexin receptor antagonist
7799,-36.38,cp,BRD-K48722258,dilazep,Adenosine reuptake inhibitor
758,71,kd,CGS001-10953,TOMM34,Tetratricopeptide (TTC) repeat domain containing
759,70.91,kd,CGS001-7030,TFE3,Basic helix-loop-helix proteins
760,70.9,kd,CGS001-147179,WIPF2,-
761,70.84,kd,CGS001-146434,ZNF597,"Zinc fingers, C2H2-type"
763,70.78,kd,CGS001-57215,THAP11,THAP (C2CH-type zinc finger) domain containing
764,70.78,kd,CGS001-5529,PPP2R5E,"Serine/threonine phosphatases / Protein phosphatase 2, regulatory subunits"
765,70.76,oe,ccsbBroad304_06021,KLF6,Kruppel-like transcription factors
767,70.72,kd,CGS001-7264,TSTA3,Short chain dehydrogenase/reductase superfamily / Extended SDR fold
768,70.61,kd,CGS001-8295,TRRAP,TRRAP subfamily
769,70.6,kd,CGS001-126823,KLHDC9,-
7788,-35.61,cp,BRD-K68065987,MK-2206,AKT inhibitor
770,70.55,oe,ccsbBroad304_06382,HMGCL,-
771,70.53,kd,CGS001-84969,TOX2,-
772,70.51,oe,ccsbBroad304_01651,TCF7L2,-
774,70.26,kd,CGS001-5546,PRCC,-
775,70.24,kd,CGS001-5982,RFC2,ATPases / AAA-type
776,70.17,kd,CGS001-79711,IPO4,Importins
777,70.17,kd,CGS001-11129,CLASRP,-
779,70.14,kd,CGS001-3609,ILF3,-
7779,-35,cp,BRD-K59331372,SB-366791,TRPV antagonist
780,70.12,kd,CGS001-55193,PBRM1,Non-enzymatic BRD containing proteins
781,70.1,oe,ccsbBroad304_02203,MAD2L1BP,-
783,70.1,kd,CGS001-6418,SET,-
785,69.93,oe,ccsbBroad304_00980,MBNL1,"Zinc fingers, CCCH-type domain containing"
787,69.88,kd,CGS001-112812,FDX1L,-
788,69.8,oe,ccsbBroad304_03659,FOXJ2,Forkhead boxes
789,69.79,kd,CGS001-58533,SNX6,Sorting nexins
7771,-34.7,cp,BRD-K00959089,thenoyltrifluoroacetone,Chelating agent
